energy,events
1.007514073600685,1.324423895552271
1.1755294911398002,1.3353415361260272
1.4614936339222897,1.4143269269841516
1.736439349486899,1.5227827980316266
2.063109646502099,1.6666976192441247
2.385418459430465,1.8242135106758282
2.7084857714445305,1.9321156564949509
3.131618315712225,2.08027750117994
3.6538543545668674,2.1674446882028255
4.2631797040537265,2.1674446882028255
4.884676019469372,2.203325820339356
5.909881027739974,2.2214885244812277
6.895426693552451,2.239800949476321
8.19263934120116,2.3145726950175227
9.302203141128528,2.4716878772868385
10.562039859810886,2.4920627738326875
11.776859710098568,2.512605627025922
12.895284195424539,2.512605627025922
15.045732129751366,2.4920627738326875
17.2391341748211,2.4716878772868385
20.297287303310682,2.431436472566528
23.897944507843125,2.3918405614450844
28.39378171214093,2.3528894692178324
34.042862580439916,2.2768799089833904
38.304333751842286,2.239800949476321
44.288419165092144,2.2214885244812277
49.832424786037365,2.1497238419405686
56.07042669098854,2.08027750117994
63.0892990419044,1.9966158792747424
72.94540975184881,1.8544125955143327
82.82471514546974,1.750849903696495
93.1926780345492,1.6128553309684026
105.81415661537756,1.47358964538879
115.86311249716297,1.324423895552271
128.02263121545946,1.1903576145495065
140.18068089524374,1.0524396476340836
149.37198642719312,0.9537026675976961
159.1659434574949,0.8363101991981838
168.07030865172678,0.7214248346197981
174.2816103478992,0.6378386540830251
184.0316050481847,0.5502176656187314
192.5719916228893,0.4593004006789282
203.34522176460393,0.3679869074655855
210.86016316613566,0.2948274459720018
214.72114852231263,0.24409835590150575
228.799890811448,0.1757724652667974
228.799890811448,0.13853378061303967
235.1127805818119,0.10057893350276284
241.59985127993562,0.07183360555382531
243.8017419131426,0.05172656690196365
248.2659087865957,0.03912836908247023
250.52855247700273,0.026384868491666096
255.11589158313726,0.015347647530066417
257.4409645874591,0.011899150532874275
259.78722782200094,0.00782858182923162
262.1548744100993,0.005637273231869426
257.4409645874591,0.004194850384710373
262.1548744100993,0.002995967618649684
