energy,events
1.0708673632833208,0.0034101868165140998
1.1832218832094061,0.0034536502464349813
1.3073645466354635,0.003526447958618368
1.4445321558482855,0.003629056887108374
1.5960912774098104,0.003775212527410711
1.7635518569177755,0.003953674362394079
1.9485822622158113,0.004163771986138401
2.1530259049247356,0.004398120682517352
2.3789196058911757,0.004652586171218574
2.628513887523923,0.004916277613052709
2.904295395185449,0.005175599604626982
3.2090116710173318,0.005404132658429112
3.5456985270149826,0.005575896308459352
3.9177102900628005,0.0056764870724707265
4.328753220253429,0.0057338647621676935
4.782922435429514,0.005736000963820465
5.2847427098178805,0.00575311925294746
5.839213553222765,0.0057595517740916076
6.451859019890756,0.005776740347303618
7.128782743280782,0.0058481871241691
7.876728745036716,0.006022836827843814
8.703148623987168,0.006277078750429897
9.61627579455977,0.006546928490137479
10.625207514228531,0.006717377162685909
11.739995517213297,0.006772650668854852
12.971746157392179,0.0067852761251070955
14.33273105812562,0.0067852761251070955
15.836509371368823,0.0067852761251070955
17.498062864109205,0.0067852761251070955
19.333945177961475,0.0067852761251070955
21.362446748956113,0.006762567220451225
23.60377703057615,0.006757531127418467
26.080265835484372,0.006757531127418467
28.816585801858484,0.006757531127418467
31.839998200710387,0.006757531127418467
35.18062453310684,0.006757531127418467
38.871746623145995,0.006810597689947699
42.95013819644164,0.006956745597216237
47.45643124754798,0.006982707058691278
52.43552084635278,0.006982707058691278
57.93701241642268,0.006982707058691278
64.01571594142368,0.006982707058691278
70.73219202327094,0.006982707058691278
78.15335523224968,0.00696452388429514
86.35314076013209,0.006946388059419509
95.41324101798956,0.006925719223269713
105.42391951723872,0.006925719223269713
116.48491014241652,0.006920561630717929
128.7064107749104,0.006887130772532645
142.2101811668733,0.006869196481594555
157.13075600315997,0.006866638255232706
173.6167852367232,0.006828378989516153
191.83251505089393,0.00681313503790499
211.95942420299778,0.006787804039293116
234.1980320517989,0.006757531127418467
258.7698962816851,0.006729899579040168
285.91982022642947,0.006699884915136769
315.9182917835406,0.006655113724482964
349.06417821748727,0.006620498629150819
385.68770369945906,0.006581158926017489
426.15373924814196,0.00653474653059526
468.7348511382762,0.006478276851072207
534.6194269688579,0.006423730653921912
585.377612626179,0.006348930195467021
658.6351343358457,0.006305199294495307
727.7385890324822,0.006221213347214629
804.0923211620503,0.006152080256729423
888.4570238488685,0.006081449708649063
981.6732015120274,0.006002679648569218
1084.669543600573,0.005927137243395908
1176.9274210420713,0.005729289865758341
1200.6482262059599,0.005047655664578562
1209.3920054825035,0.00465431953304012
1214.8891741438504,0.004235730918137969
1214.8891741438504,0.003870615232803885
1213.0540138702827,0.0034652477081095747
1220.4113296276291,0.0032854976599157567
