0.6892222538613133, 2.707385872627941e-44
0.7691250850332001, 3.294722120621138e-44
0.8490383771133243, 3.947872817956519e-44
0.9289629347869344, 4.652281566455948e-44
1.0088979533687823, 5.398145143605731e-44
1.0888450422293654, 6.152680290745622e-44
1.1687977638866913, 6.954459429608953e-44
1.248756118340761, 7.795458169853043e-44
1.3287201055915734, 8.665610235228807e-44
1.4086881162686304, 9.575697073008573e-44
1.4886601503719334, 1.0518538181743723e-43
1.5686370125867297, 1.147193999517661e-43
1.6486162888572737, 1.2467132944762158e-43
1.7285995885540628, 1.3468215482528363e-43
1.8085861069918474, 1.4480531911129559e-43
1.8885726254296324, 1.556893745138369e-43
1.9685655813494094, 1.658041586756865e-43
2.048553709157692, 1.7784242627336858e-43
2.128548274447968, 1.8894583227375923e-43
2.20854525379399, 2.0002648522900447e-43
2.288540623769514, 2.1226197174927377e-43
2.3685408218565325, 2.2364200362227e-43
2.4485402152583013, 2.359129636523428e-43
2.528542022715818, 2.4796962394493538e-43
2.6085438301733337, 2.6064245663924974e-43
2.6885464423160994, 2.73636852056807e-43
2.768550663829363, 2.8659559273203583e-43
2.8485572993983737, 2.990974252100013e-43
2.9285623255968853, 3.128890355825145e-43
3.008568156480647, 3.2692698039327164e-43
3.088578010790654, 3.3956656652926255e-43
3.168585451044913, 3.539572714245359e-43
3.248596914725417, 3.667672047364893e-43
3.328606769035424, 3.8094708573177126e-43
3.4086174280306794, 3.95204211522222e-43
3.488629696396433, 4.09019458256774e-43
3.5686419647621856, 4.233176478263837e-43
3.64865423312794, 4.381156625775137e-43
3.728668110864192, 4.5235217330176936e-43
3.808681988600443, 4.670512975660419e-43
3.8886950616514464, 4.828027514431836e-43
3.9687089393876973, 4.9849136323164005e-43
4.048723621809197, 5.140771355386073e-43
4.128739913601198, 5.288888788611831e-43
4.208755400707947, 5.447758330387965e-43
4.288770083129446, 5.618087301326044e-43
4.368786374921447, 5.779957303546391e-43
4.448804276083942, 5.9323432771971015e-43
4.5288197631906915, 6.1105411361001625e-43
4.608836859667939, 6.279116880686962e-43
4.688853956145188, 6.452343241484348e-43
4.768873466678182, 6.606700238075746e-43
4.848892172525927, 6.772811584633974e-43
4.928910073688424, 6.9513737146765875e-43
4.976188550809315, 7.10971826260161e-43
